Gender,Age,Connect_Date,L_O_S,Dropped_Calls,tariff,Handset,Peak_calls_Sum,Peak_mins_Sum,OffPeak_calls_Sum,OffPeak_mins_Sum,Weekend_calls_Sum,Weekend_mins_Sum,International_mins_Sum,Nat_call_cost_Sum,AvePeak,AveOffPeak,AveWeekend,National_calls,National mins,AveNational,All_calls_mins,Dropped_calls_ratio,Usage_Band,Mins_charge,call_cost_per_min,actual call cost,Total_call_cost,Total_Cost,Tariff_OK,average cost min,Peak ratio,OffPeak ratio,Weekend ratio,Nat-InterNat Ratio,high Dropped calls,No Usage,target,id
M,31.0,12/12/97,34.5,9.0,CAT 200,ASAD90,678.0,1138.8,12.0,196.5,25.0,97.2,300.48299,20.866572,1.679646,16.375,3.888,715.0,1432.5,2.003497,1732.98299,0.006293706294,MedHigh,232.5,8.974869,20.866571,111.011468,261.011468,OK,0.150614,0.794974,0.137173,0.067853,0.209761,F,F,1,K128970
M,22.0,09/10/99,12.3,2.0,CAT 200,ASAD90,1034.0,2442.0,19.0,229.2,48.0,74.5,711.491464,146.021559,2.361702,12.063158,1.552083,1101.0,2745.7,2.493824,3457.191464,0.0009082652134,High,1545.7,9.446953,146.021559,359.468998,509.468998,OK,0.147365,0.889391,0.083476,0.027133,0.259129,F,F,0,K179550
F,43.0,22/05/96,53.466667,1.0,CAT 200,ASAD170,513.0,1851.0,145.0,361.5,10.0,118.0,594.982094,101.419989,3.608187,2.493103,11.8,668.0,2330.5,3.488772,2925.482094,0.000748502994,High,1130.5,8.971251,101.41999,279.914619,429.914619,OK,0.146955,0.79425,0.155117,0.050633,0.255302,F,F,0,K148750
M,31.0,10/10/99,12.266667,5.0,Play 300,ASAD170,26.0,374.4,244.0,651.9,4.0,14.4,258.272856,0.0,14.4,2.671721,3.6,274.0,1040.7,3.798175,1298.972856,0.009124087591,Med,-759.3,10.274431,0.0,103.309142,181.249142,OK,0.139533,0.359758,0.626405,0.013837,0.248172,F,F,0,K163920
F,22.0,14/02/97,44.533333,0.0,CAT 100,ASAD170,125.0,489.599999,232.0,369.300001,31.0,107.0,310.994348,36.841915,3.9168,1.59181,3.451613,388.0,965.9,2.489433,1276.894348,0.0,Med,365.9,10.068848,36.841914,130.140218,235.140218,OK,0.18415,0.506885,0.382338,0.110778,0.321974,F,F,0,K168240
M,45.0,07/12/97,34.666667,2.0,CAT 100,S50,26.0,447.0,86.0,290.4,22.0,52.500001,195.991482,20.241335,17.192308,3.376744,2.386364,134.0,789.900001,5.894776,985.891483,0.007462686567,Med,189.900001,10.658944,20.241335,79.03878,184.03878,OK,0.186672,0.565894,0.367641,0.066464,0.248122,F,F,0,K109090
M,19.0,31/08/98,25.766667,0.0,Play 300,S50,41.0,728.4,294.0,712.500001,5.0,64.2,363.09569,0.0,17.765854,2.423469,12.84,340.0,1505.100001,4.426765,1868.195691,0.0,MedHigh,-294.899999,13.130955,0.0,145.238276,223.178276,OK,0.119462,0.483955,0.47339,0.042655,0.241244,F,F,1,K210100
M,31.0,21/07/98,27.133333,0.0,CAT 100,BS110,198.0,384.0,52.0,175.499999,2.0,10.8,137.115702,0.0,1.939394,3.375,5.4,252.0,570.299999,2.263095,707.415701,0.0,Med,-29.700001,11.733298,0.0,41.134711,146.134711,OK,0.206575,0.67333,0.307733,0.018937,0.240427,F,F,0,K289930
F,35.0,10/08/98,26.466667,0.0,CAT 200,WC95,420.0,1706.4,32.0,274.199999,12.0,54.0,167.818809,76.728561,4.062857,8.56875,4.5,464.0,2034.599999,4.384914,2202.418808,0.0,High,834.599999,9.193453,76.728561,127.074204,277.074204,OK,0.125805,0.838691,0.134769,0.026541,0.082482,F,F,0,K365440
M,29.0,20/05/96,53.533333,2.0,CAT 200,S50,336.0,795.599999,286.0,627.9,5.0,21.0,295.8278,18.958272,2.367857,2.195455,4.2,627.0,1444.499999,2.303828,1740.327799,0.001594896332,MedHigh,244.499999,7.753894,18.958271,107.706611,257.706611,OK,0.148079,0.550779,0.434683,0.014538,0.204796,F,F,0,K121530
F,19.0,09/11/98,23.433333,2.0,Play 300,BS110,37.0,281.400001,47.0,727.2,1.0,21.0,46.516335,0.0,7.605405,15.47234,21.0,85.0,1029.600001,12.112941,1076.116336,0.01176470588,Med,-770.399999,8.286131,0.0,18.606534,96.546534,OK,0.089718,0.27331,0.706294,0.020396,0.045179,F,F,0,K248950
F,23.0,27/07/99,14.766667,2.0,Play 300,BS210,243.0,415.199999,29.0,363.9,15.0,55.199999,115.784047,0.0,1.708642,12.548276,3.68,287.0,834.299998,2.906969,950.084045,0.003484320557,Med,-965.700002,13.446242,0.0,46.313619,124.253619,OK,0.130782,0.497663,0.436174,0.066163,0.13878,F,F,0,K274330
M,25.0,25/12/99,9.733333,1.0,CAT 200,ASAD170,699.0,1497.599999,25.0,78.599999,0.0,0.0,520.404403,36.904286,2.142489,3.144,0.0,724.0,1576.199998,2.177072,2096.604401,0.0006906077348,MedHigh,376.199998,9.750666,36.682006,192.803327,342.803327,OK,0.163504,0.950133,0.049867,0.0,0.330164,F,F,0,K175060
M,22.0,14/06/98,28.366667,9.0,CAT 100,BS110,333.0,522.599999,10.0,115.199999,1.0,57.6,125.774807,11.939406,1.569369,11.52,57.6,344.0,695.399998,2.021512,821.174805,0.01308139535,Med,95.399998,12.515099,11.939404,49.671847,154.671847,OK,0.188354,0.75151,0.16566,0.08283,0.180867,F,F,0,K341650
F,25.0,17/10/99,12.033333,8.0,CAT 200,WC95,89.0,941.4,134.0,264.3,47.0,99.6,1.590644,9.062188,10.577528,1.972388,2.119149,270.0,1305.3,4.834444,1306.890644,0.01481481481,MedHigh,105.3,8.606068,9.062189,9.539382,159.539382,OK,0.122076,0.721214,0.202482,0.076304,0.001219,F,F,0,K368020
M,72.0,12/03/97,43.666667,0.0,CAT 200,BS110,534.0,1192.2,87.0,385.500001,73.0,125.0,37.314175,42.734075,2.232584,4.431034,1.712329,694.0,1702.700001,2.453458,1740.014176,0.0,MedHigh,502.700001,8.50091,42.734076,53.928329,203.928329,OK,0.117199,0.700182,0.226405,0.073413,0.021915,F,F,0,K356520
M,27.0,12/12/98,22.333333,0.0,CAT 200,CAS30,308.0,1065.0,18.0,40.5,9.0,69.0,59.000641,0.0,3.457792,2.25,7.666667,335.0,1174.5,3.50597,1233.500641,0.0,Med,-25.5,9.533844,0.0,17.700192,167.700192,OK,0.135955,0.906769,0.034483,0.058748,0.050235,F,F,1,K364590
M,24.0,07/01/96,58.0,2.0,CAT 50,S50,126.0,240.0,6.0,26.099999,24.0,67.2,16.290067,4.06284,1.904762,4.35,2.8,156.0,333.299999,2.136538,349.590066,0.00641025641,MedLow,33.299999,12.20072,4.06284,8.94986,92.34986,OK,0.264166,0.720072,0.078308,0.20162,0.048875,F,F,0,K374230
M,29.0,18/10/99,12.0,0.0,CAT 200,BS110,303.0,914.4,63.0,115.800001,7.0,31.199999,170.497283,0.0,3.017822,1.838095,4.457143,373.0,1061.4,2.845576,1231.897283,0.0,Med,-138.6,9.307518,0.0,51.149185,201.149185,OK,0.163284,0.861504,0.109101,0.029395,0.160634,F,F,0,K323740
M,16.0,15/09/99,13.1,9.0,Play 300,S80,165.0,304.199999,365.0,605.100001,0.0,0.0,133.729674,0.0,1.843636,1.657808,0.0,530.0,909.3,1.71566,1043.029674,0.008490566038,Med,-890.7,9.69449,0.0,53.49187,131.43187,OK,0.12601,0.334543,0.665457,0.0,0.147069,F,F,0,K273240
F,60.0,31/07/97,38.966667,1.0,CAT 100,CAS30,212.0,492.6,44.0,106.200001,30.0,55.799999,135.826254,6.838763,2.323585,2.413636,1.86,286.0,654.6,2.288811,790.426254,0.001748251748,Med,54.6,12.525206,6.838763,47.586639,152.586639,OK,0.193043,0.752521,0.162236,0.085243,0.207495,F,F,0,K339540
F,18.0,04/11/98,23.6,11.0,CAT 100,WC95,102.0,444.0,34.0,183.3,6.0,69.0,150.790058,10.955629,4.352941,5.391176,11.5,142.0,696.3,4.903521,847.090058,0.03873239437,Med,96.3,11.376562,10.955629,56.192646,161.192646,OK,0.19029,0.637656,0.263249,0.099095,0.216559,F,F,0,K347370
F,47.0,21/07/97,39.3,14.0,Play 100,SOP10,0.0,0.0,1.0,22.2,13.0,60.6,12.672247,0.0,0.0,22.2,4.661538,14.0,82.8,5.914286,95.472247,0.5,Low,-517.2,5.0,0.0,5.068899,65.008899,OK,0.680919,0.0,0.268116,0.731884,0.153046,T,F,1,K412770
M,55.0,08/11/99,11.3,0.0,CAT 200,S80,376.0,1039.799999,215.0,672.3,3.0,42.6,256.1165,44.170204,2.765426,3.126977,14.2,594.0,1754.699999,2.95404,2010.816499,0.0,MedHigh,554.699999,7.9629,44.170204,121.005154,271.005154,OK,0.134774,0.59258,0.383142,0.024278,0.14596,F,F,0,K126270
M,29.0,31/10/97,35.9,0.0,CAT 100,ASAD170,330.0,648.0,33.0,68.1,1.0,11.5,234.531592,17.744046,1.963636,2.063636,11.5,364.0,727.6,1.998901,962.131592,0.0,Med,127.6,13.905992,17.744046,88.103524,193.103524,OK,0.200704,0.890599,0.093595,0.015805,0.322336,F,F,0,K105950
F,27.0,26/04/97,42.166667,1.0,CAT 100,ASAD90,495.0,789.6,33.0,55.2,45.0,90.0,308.060657,45.01964,1.595152,1.672727,2.0,573.0,934.8,1.631414,1242.860657,0.000872600349,Med,334.8,13.446727,45.019641,137.437838,242.437838,OK,0.195064,0.844673,0.05905,0.096277,0.329547,F,F,1,K102770
F,41.0,09/03/96,55.933333,1.0,CAT 50,BS110,5.0,42.6,7.0,24.9,0.0,0.0,20.174313,0.0,8.52,3.557143,0.0,12.0,67.5,5.625,87.674313,0.04166666667,Low,-232.5,11.311111,0.0,6.052294,89.452294,OK,1.020279,0.631111,0.368889,0.0,0.298879,F,F,0,K243500
M,54.0,25/12/98,21.9,1.0,Play 300,S80,72.0,359.400001,127.0,612.0,41.0,141.0,284.670788,0.0,4.991667,4.818898,3.439024,240.0,1112.400001,4.635,1397.070789,0.002083333333,Med,-687.599999,9.43096,0.0,113.868315,191.808315,OK,0.137293,0.323085,0.550162,0.126753,0.255907,F,F,0,K163520
F,25.0,01/06/97,40.966667,2.0,CAT 100,WC95,441.0,753.0,9.0,36.299999,2.0,27.6,111.312616,30.838353,1.707483,4.033333,13.8,452.0,816.899999,1.807301,928.212615,0.002212389381,Med,216.899999,14.217775,30.838353,64.232138,169.232138,OK,0.18232,0.921777,0.044436,0.033786,0.136262,F,F,0,K291810
F,23.0,09/04/98,30.566667,11.0,CAT 50,WC95,26.0,223.8,60.0,116.7,7.0,25.8,80.126099,7.365762,8.607692,1.945,3.685714,93.0,366.3,3.93871,446.426099,0.05913978495,MedLow,66.3,11.109746,7.365762,31.403591,114.803591,OK,0.257161,0.610975,0.318591,0.070434,0.218744,F,F,0,K332850
M,14.0,15/08/97,38.466667,1.0,CAT 200,S50,96.0,568.2,151.0,522.6,1.0,38.0,292.221299,0.0,5.91875,3.460927,38.0,248.0,1128.8,4.551613,1421.021299,0.002016129032,Med,-71.2,7.516832,0.0,87.66639,237.66639,OK,0.16725,0.503366,0.46297,0.033664,0.258878,F,F,1,K187150
F,39.0,20/06/96,52.5,2.0,CAT 200,WC95,597.0,1090.2,74.0,209.7,3.0,58.8,51.518809,14.301921,1.826131,2.833784,19.6,674.0,1358.7,2.015875,1410.218809,0.001483679525,MedHigh,158.7,9.011923,14.301922,29.757565,179.757565,OK,0.127468,0.802385,0.154339,0.043277,0.037918,F,F,0,K357820
F,28.0,05/02/96,57.033333,1.0,Play 300,CAS60,59.0,680.400001,303.0,717.899999,4.0,17.0,33.624302,0.0,11.532203,2.369307,4.25,366.0,1415.3,3.86694,1448.924302,0.001366120219,MedHigh,-384.7,13.057161,0.0,13.449721,91.389721,OK,0.063074,0.480746,0.507242,0.012012,0.023758,F,F,0,K394990
M,27.0,16/09/98,25.233333,1.0,CAT 100,S80,34.0,358.200001,113.0,176.099999,35.0,61.0,193.685153,0.0,10.535294,1.558407,1.742857,182.0,595.3,3.270879,788.985153,0.002747252747,Med,-4.7,11.017134,0.0,58.105546,163.105546,OK,0.206728,0.601713,0.295817,0.102469,0.325357,F,F,0,K108200
M,12.0,24/03/98,31.1,2.0,CAT 200,S50,240.0,1014.0,97.0,164.4,1.0,27.0,132.104233,0.497128,4.225,1.694845,27.0,338.0,1205.4,3.566272,1337.504233,0.002958579882,Med,5.4,9.206073,0.497128,40.128398,190.128398,OK,0.142152,0.841215,0.136386,0.022399,0.109594,F,F,0,K320420
F,43.0,19/09/96,49.466667,1.0,Play 300,S80,61.0,285.0,69.0,399.3,70.0,137.0,263.559925,0.0,4.672131,5.786957,1.957143,200.0,821.3,4.1065,1084.859925,0.0025,Med,-978.7,9.981249,0.0,105.42397,183.36397,OK,0.169021,0.347011,0.48618,0.166809,0.320906,F,F,0,K165320
M,33.0,28/09/97,37.0,0.0,Play 100,S80,105.0,291.600001,64.0,244.499999,1.0,74.4,39.51588,1.528047,2.777143,3.820312,74.4,170.0,610.5,3.591176,650.01588,0.0,Med,10.5,14.552826,1.528047,17.334399,77.274399,OK,0.118881,0.477641,0.400491,0.121867,0.064727,F,F,0,K378860
F,29.0,23/06/99,15.9,8.0,CAT 200,ASAD90,582.0,1471.2,160.0,363.900001,19.0,66.6,239.402829,62.227584,2.527835,2.274375,3.505263,761.0,1901.700001,2.498949,2141.10283,0.005256241787,MedHigh,701.700001,8.868118,62.227584,134.048433,284.048433,OK,0.132665,0.773624,0.191355,0.035021,0.125889,F,F,0,K128420
M,26.0,31/01/99,20.666667,1.0,Play 100,ASAD170,70.0,144.599999,170.0,335.1,20.0,67.199999,180.091449,0.0,2.065714,1.971176,3.36,260.0,546.899998,2.103462,726.991447,0.001923076923,Med,-53.100002,10.287987,0.0,72.03658,131.97658,OK,0.181538,0.264399,0.612726,0.122874,0.329295,F,F,0,K155910
M,61.0,23/08/97,38.2,2.0,CAT 50,S50,132.0,294.0,51.0,114.599999,1.0,3.6,111.255128,13.61262,2.227273,2.247059,3.6,184.0,412.199999,2.240217,523.455127,0.005434782609,MedLow,112.199999,12.13246,13.61262,46.989158,130.389158,OK,0.249093,0.713246,0.27802,0.008734,0.269906,F,F,0,K329230
F,20.0,19/12/97,34.266667,12.0,CAT 200,SOP10,448.0,918.0,47.0,133.800001,34.0,61.800001,12.886249,0.0,2.049107,2.846809,1.817647,529.0,1113.600002,2.105104,1126.486251,0.01134215501,Med,-86.399998,9.121767,0.0,3.865875,153.865875,OK,0.136589,0.824353,0.120151,0.055496,0.011572,T,F,1,K401410
F,20.0,14/02/96,56.733333,0.0,Play 300,BS210,31.0,280.800001,140.0,543.0,46.0,71.400001,148.20822,0.0,9.058065,3.878571,1.552174,217.0,895.200002,4.125346,1043.408222,0.0,Med,-904.799998,9.214477,0.0,59.283288,137.223288,OK,0.131514,0.313673,0.606568,0.079759,0.165559,F,F,0,K279700
F,49.0,09/12/97,34.6,0.0,CAT 100,WC95,245.0,435.6,30.0,57.0,11.0,41.4,70.967715,0.0,1.777959,1.9,3.763636,286.0,534.0,1.867133,604.967715,0.0,Med,-66.0,13.157303,0.0,21.290315,126.290314,OK,0.208755,0.81573,0.106742,0.077528,0.132898,F,F,0,K283610
M,32.0,24/09/98,24.966667,7.0,Play 300,ASAD170,191.0,411.600001,220.0,598.8,0.0,0.0,318.192386,0.0,2.154974,2.721818,0.0,411.0,1010.400001,2.458394,1328.592387,0.008515815085,Med,-789.599999,11.369359,0.0,127.276954,205.216954,OK,0.154462,0.407363,0.592637,0.0,0.314917,F,F,0,K159620
M,37.0,08/04/99,18.433333,0.0,CAT 200,S50,497.0,809.4,29.0,237.0,92.0,161.4,313.475779,0.651356,1.628571,8.172414,1.754348,618.0,1207.8,1.954369,1521.275779,0.0,Med,7.8,8.35072,0.651356,94.69409,244.69409,OK,0.160848,0.670144,0.196225,0.133631,0.259543,F,F,0,K119300
M,41.0,23/07/96,51.4,1.0,CAT 100,CAS30,81.0,544.2,69.0,121.5,0.0,0.0,23.147729,9.151485,6.718519,1.76087,0.0,150.0,665.7,4.438,688.847729,0.003333333333,Med,65.7,13.174854,8.655879,15.600197,120.600197,OK,0.175075,0.817485,0.182515,0.0,0.034772,F,F,1,K293790
F,27.0,07/02/99,20.433333,1.0,CAT 100,BS110,11.0,418.8,133.0,358.500001,2.0,7.2,71.857633,19.074407,38.072727,2.695489,3.6,146.0,784.500001,5.373288,856.357634,0.003424657534,Med,184.500001,10.338432,19.074407,40.631697,145.631697,OK,0.170059,0.533843,0.456979,0.009178,0.091597,F,F,0,K301470
F,27.0,09/07/97,39.7,1.0,CAT 200,BS110,73.0,1057.8,17.0,27.9,19.0,31.0,110.462315,0.0,14.490411,1.641176,1.631579,109.0,1116.7,10.244954,1227.162315,0.004587155963,Med,-83.3,9.736277,0.0,33.138695,183.138694,OK,0.149238,0.947255,0.024984,0.02776,0.098919,F,F,0,K246590
F,28.0,17/03/99,19.166667,2.0,CAT 100,BS110,182.0,609.0,0.0,0.0,8.0,64.200001,50.287537,17.146983,3.346154,0.0,8.025,190.0,673.200001,3.543158,723.487538,0.005263157895,Med,73.200001,14.046346,10.281925,25.368186,130.368186,OK,0.180194,0.904635,0.0,0.095365,0.074699,F,F,0,K344870
M,24.0,26/06/97,40.133333,1.0,Play 100,BS110,24.0,124.2,118.0,310.5,18.0,60.6,34.74295,0.0,5.175,2.631356,3.366667,160.0,495.3,3.095625,530.04295,0.003125,MedLow,-104.7,10.015142,0.0,13.89718,73.83718,OK,0.139304,0.250757,0.626893,0.12235,0.070145,F,F,1,K226350
M,12.0,16/05/96,53.666667,1.0,CAT 100,S50,267.0,529.200002,9.0,67.799998,16.0,61.200002,120.982289,7.589345,1.982022,7.533333,3.825,292.0,658.200002,2.25411,779.182291,0.001712328767,Med,58.200002,13.040109,7.589344,43.884031,148.884031,OK,0.191077,0.804011,0.103008,0.092981,0.183808,F,F,0,K343740
M,19.0,06/02/98,32.633333,0.0,CAT 200,BS110,7.0,578.4,81.0,434.7,31.0,84.6,119.670975,0.0,82.628571,5.366667,2.729032,119.0,1097.7,9.22437,1217.370975,0.0,Med,-102.3,7.6346,0.0,35.901292,185.901293,OK,0.152707,0.52692,0.39601,0.07707,0.10902,F,F,0,K372030
M,49.0,21/09/98,25.066667,2.0,CAT 100,S80,265.0,709.799999,42.0,167.4,39.0,75.0,202.592197,43.864101,2.678491,3.985714,1.923077,346.0,952.199999,2.752023,1154.792196,0.00289017341,Med,352.199999,12.454316,43.864102,104.641761,209.641761,OK,0.181541,0.745432,0.175803,0.078765,0.212762,F,F,0,K105340
M,22.0,19/05/98,29.233333,1.0,CAT 200,ASAD170,433.0,1111.2,235.0,560.7,2.0,75.6,515.236493,44.78221,2.566282,2.385957,37.8,670.0,1747.5,2.608209,2262.736493,0.0007462686567,MedHigh,547.5,8.179399,44.78221,199.353158,349.353158,OK,0.154394,0.63588,0.320858,0.043262,0.294842,F,F,0,K183260
M,23.0,24/01/99,20.9,8.0,CAT 100,S50,121.0,447.0,46.0,219.9,11.0,54.6,70.141568,13.602444,3.694215,4.780435,4.963636,178.0,721.5,4.053371,791.641568,0.02247191011,Med,121.5,11.195426,13.602443,34.644913,139.644913,OK,0.176399,0.619543,0.304782,0.075676,0.097216,F,F,0,K349930
F,55.0,22/03/98,31.166667,3.0,CAT 200,S80,86.0,748.2,239.0,667.2,5.0,69.0,281.395434,21.387478,8.7,2.791632,13.8,330.0,1484.4,4.498182,1765.795434,0.004545454545,MedHigh,284.4,7.52021,21.387478,105.806108,255.806108,OK,0.144867,0.504042,0.449475,0.046483,0.189568,F,F,0,K141570
F,28.0,28/05/98,28.933333,1.0,CAT 100,S50,330.0,622.800001,30.0,205.800001,13.0,52.800001,212.116807,33.953812,1.887273,6.86,4.061539,373.0,881.400003,2.363003,1093.51681,0.001340482574,Med,281.400003,12.066031,33.953812,97.588855,202.588855,OK,0.185264,0.706603,0.233492,0.059905,0.240659,F,F,0,K104820
F,47.0,15/11/97,35.4,1.0,Play 100,WC95,112.0,199.799999,245.0,447.9,32.0,83.0,53.786682,13.682628,1.783929,1.828163,2.59375,389.0,730.699999,1.878406,784.486681,0.001285347044,Med,130.699999,10.468729,13.682628,35.197301,95.137301,OK,0.121273,0.273436,0.612974,0.11359,0.07361,F,F,0,K380430
M,60.0,04/06/99,16.533333,0.0,CAT 200,S50,820.0,1701.600001,26.0,523.5,20.0,34.8,328.172404,92.89778,2.075122,20.134615,1.74,866.0,2259.900001,2.609584,2588.072405,0.0,High,1059.900001,8.764768,92.89778,191.349501,341.349501,OK,0.131893,0.752954,0.231647,0.015399,0.145215,F,F,0,K112610
F,19.0,16/05/97,41.5,8.0,CAT 100,BS110,282.0,450.600001,13.0,121.499999,26.0,54.0,156.818302,3.183401,1.597872,9.346154,2.076923,321.0,626.1,1.950467,782.918302,0.01246105919,Med,26.1,12.196933,3.1834,50.22889,155.22889,OK,0.19827,0.719693,0.194058,0.086248,0.250468,F,F,0,K336460
F,14.0,21/08/98,26.1,1.0,Play 300,BS210,15.0,129.0,223.0,544.8,2.0,79.0,135.08757,0.0,8.6,2.443049,39.5,240.0,752.8,3.136667,887.88757,0.002083333333,Med,-1047.2,5.941286,0.0,54.035028,131.975028,OK,0.148639,0.17136,0.723698,0.104942,0.179447,F,F,0,K277580
F,35.0,19/10/99,11.966667,8.0,CAT 200,ASAD170,613.0,1543.2,25.0,156.9,3.0,46.2,408.145189,51.453181,2.517455,6.276,15.4,641.0,1746.3,2.724337,2154.445189,0.00624024961,MedHigh,546.3,9.418485,51.453182,173.896739,323.896739,OK,0.150339,0.883697,0.089847,0.026456,0.23372,F,F,0,K125130
M,12.0,09/01/98,33.566667,5.0,CAT 100,BS110,41.0,643.8,71.0,215.099999,18.0,73.2,102.997133,39.543095,15.702439,3.029577,4.066667,130.0,932.099999,7.17,1035.097132,0.01923076923,Med,332.099999,11.906984,39.543095,70.442234,175.442234,OK,0.169493,0.690698,0.230769,0.078532,0.1105,F,F,0,K349650
F,12.0,04/04/97,42.9,7.0,CAT 100,WC95,115.0,330.6,51.0,133.200001,19.0,39.500002,70.197583,0.0,2.874783,2.611765,2.078947,185.0,503.300003,2.720541,573.497586,0.01891891892,Med,-96.699997,11.568647,0.0,21.059275,126.059275,OK,0.219808,0.656865,0.264653,0.078482,0.139475,F,F,0,K286980
F,17.0,15/02/98,32.333333,0.0,CAT 100,BS110,43.0,504.0,82.0,177.599999,4.0,32.4,56.914955,13.747059,11.72093,2.165854,8.1,129.0,713.999999,5.534884,770.914954,0.0,Med,113.999999,12.058824,13.747059,30.821545,135.821545,OK,0.176182,0.705882,0.248739,0.045378,0.079713,F,F,0,K297940
M,40.0,02/05/99,17.633333,2.0,CAT 100,ASAD90,137.0,576.600001,16.0,80.399999,26.0,68.0,235.219543,16.191379,4.208759,5.025,2.615385,179.0,725.0,4.050279,960.219543,0.005586592179,Med,125.0,12.953103,16.191379,86.757242,191.757242,OK,0.199701,0.79531,0.110897,0.093793,0.324441,F,F,1,K107410
F,50.0,20/05/98,29.2,8.0,CAT 200,S80,532.0,960.0,95.0,424.2,2.0,5.0,345.418107,15.99729,1.804511,4.465263,2.5,629.0,1389.2,2.208585,1734.618107,0.006359300477,MedHigh,189.2,8.455226,15.997288,119.62272,269.62272,OK,0.155436,0.691045,0.305356,0.003599,0.248645,F,F,0,K119460
F,20.0,23/10/96,48.333333,1.0,CAT 200,CAS30,842.0,1837.8,91.0,216.9,0.0,0.0,99.695884,82.889281,2.18266,2.383516,0.0,933.0,2054.7,2.202251,2154.395884,0.0005359056806,High,854.7,9.472186,80.958771,110.867537,260.867537,OK,0.121086,0.894437,0.105563,0.0,0.048521,F,F,1,K307120
M,39.0,12/12/97,34.5,2.0,CAT 100,S50,100.0,372.0,87.0,188.4,24.0,67.800001,123.389046,3.079914,3.72,2.165517,2.825,211.0,628.200001,2.977251,751.589047,0.004739336493,Med,28.200001,10.921681,3.079914,40.096628,145.096628,OK,0.193053,0.592168,0.299904,0.107927,0.196417,F,F,0,K350990
F,26.0,22/05/97,41.3,9.0,CAT 50,WC95,52.0,268.800001,2.0,58.8,2.0,37.8,86.347032,8.081034,5.169231,29.4,18.9,56.0,365.400001,6.525,451.747033,0.08035714286,MedLow,65.400001,12.356322,8.081035,33.985144,117.385144,OK,0.259847,0.735632,0.16092,0.103448,0.236308,F,F,0,K333720
F,18.0,23/03/99,18.966667,5.0,CAT 200,ASAD170,771.0,1722.6,48.0,155.100001,5.0,32.0,339.42037,67.49341,2.234241,3.23125,6.4,824.0,1909.700001,2.317597,2249.120371,0.003033980583,MedHigh,709.700001,9.510132,67.49341,169.319521,319.319521,OK,0.141975,0.902026,0.081217,0.016757,0.177735,F,F,0,K175280
F,55.0,13/05/99,17.266667,2.0,Play 100,BS210,31.0,169.200001,30.0,127.799999,6.0,75.0,107.725487,0.0,5.458065,4.26,12.5,67.0,372.0,5.552239,479.725487,0.01492537313,MedLow,-228.0,14.096774,0.0,43.090195,103.030195,OK,0.214769,0.454839,0.343548,0.201613,0.289585,F,F,0,K270110
M,30.0,02/10/96,49.033333,0.0,Play 300,ASAD170,148.0,398.399999,121.0,443.399999,7.0,19.2,244.294152,0.0,2.691892,3.664463,2.742857,276.0,860.999998,3.119565,1105.29415,0.0,Med,-939.000002,12.642509,0.0,97.717661,175.657661,OK,0.158924,0.462718,0.514983,0.0223,0.283733,F,F,0,K161040
F,26.0,01/12/96,47.033333,0.0,CAT 200,S80,16.0,822.0,130.0,205.500001,18.0,30.0,231.492448,0.0,51.375,1.580769,1.666667,164.0,1057.500001,6.448171,1288.992449,0.0,Med,-142.499999,8.886525,0.0,69.447734,219.447734,OK,0.170247,0.777305,0.194326,0.028369,0.218905,F,F,0,K155150
M,57.0,31/07/97,38.966667,0.0,Play 300,S50,134.0,418.200001,245.0,441.0,2.0,49.0,198.087491,0.0,3.120896,1.8,24.5,381.0,908.200001,2.383727,1106.287492,0.0,Med,-891.799999,12.590839,0.0,79.234996,157.174996,OK,0.142074,0.460471,0.485576,0.053953,0.21811,F,F,0,K162030
M,32.0,05/02/99,20.5,0.0,CAT 200,BS110,237.0,742.2,66.0,297.600001,30.0,50.399999,155.79942,0.0,3.131646,4.509091,1.68,333.0,1090.2,3.273874,1245.99942,0.0,Med,-109.8,8.403963,0.0,46.739826,196.739826,OK,0.157897,0.680793,0.272977,0.04623,0.142909,F,F,0,K366560
M,29.0,11/03/96,55.866667,0.0,CAT 100,S50,383.0,633.6,32.0,120.0,5.0,16.2,161.295575,22.465744,1.654308,3.75,3.24,420.0,769.8,1.832857,931.095575,0.0,Med,169.8,13.230709,22.465744,70.854417,175.854417,OK,0.188868,0.823071,0.155885,0.021044,0.209529,F,F,0,K286840
M,15.0,17/01/97,45.466667,0.0,CAT 50,S50,31.0,238.799999,37.0,170.099999,13.0,24.0,83.411362,13.976143,7.703226,4.597297,1.846154,81.0,432.899998,5.344444,516.31136,0.0,MedLow,132.899998,10.516286,13.976143,38.999552,122.399552,OK,0.237065,0.551629,0.392931,0.05544,0.19268,F,F,0,K333730
F,12.0,19/08/98,26.166667,4.0,CAT 200,ASAD170,850.0,1998.0,10.0,229.799999,8.0,72.500002,353.035007,102.800057,2.350588,22.98,9.0625,868.0,2300.300001,2.650115,2653.335008,0.002304147465,High,1100.300001,9.342912,102.800059,208.710561,358.710561,OK,0.135192,0.868582,0.0999,0.031518,0.153473,F,F,0,K179440
F,27.0,16/09/97,37.4,0.0,Play 300,WC95,245.0,589.2,365.0,619.2,11.0,18.6,79.827832,0.0,2.404898,1.696438,1.690909,621.0,1227.0,1.975845,1306.827832,0.0,Med,-573.0,13.044499,0.0,31.931133,109.871133,OK,0.084075,0.480196,0.504645,0.015159,0.065059,F,F,0,K391190
